Recom1,Recom2,Recom3,Title,imdb_id
tt1211837,tt6186430,tt4054654,1:54,tt5834036
tt4975280,tt6149120,tt2170427,The Third Party,tt6088634
tt1212428,tt2170427,tt4933506,Luck-Key,tt6175078
tt4361050,tt4714782,tt4655630,The Odyssey,tt1659619
tt5529120,tt4571288,tt4972582,My Life as a Zucchini,tt2321405
tt4950110,tt5160928,tt5168192,Virtual Revolution,tt4054004
tt6297574,tt4655630,tt5325452,Burnout 2,tt4956984
tt5535814,tt5541426,tt3610746,The Thinning,tt5254868
tt4680196,tt4649416,tt4769824,Mascots,tt4936176
tt1714917,tt5089786,tt3608930,Patient Seven,tt5345298
tt3456206,tt6273736,tt2990126,Scrat: Spaced Out,tt6151810
tt6191090,tt3635788,tt4291700,Chokeslam,tt2076826
tt3344694,tt6186430,tt5357556,Best Worst Thing That Ever Could Have Happened...,tt3282712
tt4633662,tt5923962,tt4956984,Death Al Dente: A Gourmet Detective Mystery,tt4143270
tt6114234,tt6186430,tt5263116,Tonight She Comes,tt5161376
tt6297574,tt3794028,tt4655630,Night's Tightrope,tt5323642
tt4956984,tt4054004,tt4746506,It Stains the Sands Red,tt5735280
tt6114234,tt5029602,tt2137241,Warkop DKI Reborn: Jangkrik Boss! Part 1,tt5882398
tt3393786,tt4655630,tt3794028,Batman: Return of the Caped Crusaders,tt5973626
tt4361050,tt5998104,tt6023444,Autumn in the Vineyard,tt6041048
tt2543164,tt5676118,tt4327752,The Late Bloomer,tt1588878
tt6253346,tt6149120,tt2170427,Better Off Single,tt2081374
tt4680196,tt3635788,tt4669986,Hacksaw Ridge,tt2119532
tt3468352,tt6078822,tt6210808,A Quiet Passion,tt2392830
tt5735280,tt6085362,tt5843670,A Monster Calls,tt3416532
tt6163356,tt5135434,tt2543164,Phantasm: Ravager,tt3627704
tt4550098,tt4578118,tt3635788,The Red Pill,tt3686998
tt5254868,tt6210808,tt5345298,War on Everyone,tt3708886
tt0376479,tt5676118,tt3627704,The Hollow,tt3827684
tt5952526,tt5146068,tt6273736,Hounds of Love,tt3896738
tt4649416,tt5914350,tt5161376,The Matchbreaker,tt4269746
tt1659619,tt3608930,tt3974320,Under the Shadow,tt4273292
tt5096536,tt5735280,tt5091538,The Greasy Strangler,tt4381236
tt4655630,tt5358714,tt3908142,Tiger Raid,tt4447518
tt6264486,tt3606888,tt3612320,María (y los demás),tt4597598
tt2392830,tt2119532,tt5909128,Raw,tt4954522
tt4669986,tt5168192,tt5325452,Middle School: The Worst Years of My Life,tt4981636
tt5445074,tt3708886,tt4361050,The Swap,tt5653444
tt4262174,tt5059126,tt6156350,Two Lottery Tickets,tt5700224
tt6545160,tt2387499,tt1267299,13th,tt5895028
tt3882074,tt5271906,tt5843670,Blue Jay,tt5912454
tt2137241,tt5029602,tt6273736,Russell Peters: Almost Famous,tt5946232
tt2543164,tt5917958,tt4291700,Hatred,tt6068960
tt4571288,tt5323642,tt5325452,Lewis Black: Black to the Future,tt6114206
tt5638094,tt5653444,tt5029602,Who Gets the Dog?,tt1949605
tt4655630,tt4262174,tt5653444,Bachelors,tt3505754
tt5598110,tt5059126,tt6163356,Mine,tt3707104
tt4054004,tt5254868,tt4950110,Collector,tt5031998
tt6114246,tt6186430,tt6039474,Underfire: The Untold Story of Pfc. Tony Vaccaro,tt5254612
tt5332158,tt4778500,tt4933506,Little Sister,tt5434870
tt4623856,tt5529120,tt6292012,The Constitution,tt5545674
tt5160928,tt5735280,tt3608930,The Girl on the Train,tt3631112
tt5161376,tt4447518,tt4262174,Mercenary,tt4530968
tt4054654,tt1679335,tt4943236,The Unknown Girl,tt4630550
tt1714917,tt3612320,tt3319844,The Ornithologist,tt4929038
tt5091538,tt5541426,tt6156350,Stick Man,tt5095510
tt5186236,tt4255304,tt3974320,Bad Ben,tt6269810
tt5030004,tt4993964,tt4686862,Somnus,tt3078932
tt6163356,tt4978274,tt6078822,Beyond Valkyrie: Dawn of the Fourth Reich,tt5050200
tt5031998,tt4669186,tt3505754,Two Lovers and a Bear,tt4412528
tt3974320,tt6292012,tt3610746,Supersonic,tt5213534
tt5998104,tt4950110,tt4975722,The Fourth Phase,tt5226436
tt4269746,tt4559006,tt4669186,Louis Theroux: Savile,tt6098922
tt4954522,tt5029602,tt4048168,The Irresistible Blueberry Farm,tt6131636
tt4993964,tt6175078,tt6114246,Blood Hunters,tt3646592
tt3794028,tt6297574,tt5445074,Besetment,tt3750238
tt5135434,tt5050200,tt3697398,We Are the Flesh,tt4682708
tt6191090,tt3319844,tt3393786,Scoop!,tt5194226
tt4262174,tt2990126,tt5653444,Only For One Night,tt5505722
tt5168192,tt1267299,tt0376479,It's Not the Time of My Life,tt5537614
tt6253346,tt3827684,tt5541426,Love on a Limb,tt5968910
tt0376479,tt3393786,tt6297574,The Crooked Man,tt5979690
tt5096536,tt5254868,tt4936176,Hamilton's America,tt6146460
tt6085362,tt5968910,tt4273292,Sebastian Maniscalco: Why Would You Do That?,tt6295304
tt3707104,tt1211837,tt4623856,Maximum Ride,tt0825283
tt3468352,tt5921218,tt4048168,Milton's Secret,tt2806390
tt5160928,tt3908142,tt5895028,The Caretaker,tt3109072
tt3456206,tt6545160,tt6023444,American Honey,tt3721936
tt3319844,tt2582500,tt4189494,Crisis in Six Scenes,tt4354616
tt4769824,tt5664502,tt5770430,Denial,tt4645330
tt6269810,tt3707104,tt6104058,The Reconquest,tt5900208
tt4189494,tt5263116,tt2990126,The Last Family,tt5936692
tt1564777,tt5664502,tt6295304,Operation Mekong,tt6044910
tt1714917,tt6114246,tt4669986,Deepwater Horizon,tt1860357
tt5921218,tt5091538,tt5434870,Masterminds,tt2461150
tt5664502,tt4978274,tt2990126,Alone in Berlin,tt3026488
tt4669186,tt4649416,tt5345298,Fog in August,tt4250566
tt4805316,tt5254868,tt4936176,The King's Choice,tt4353996
tt0376479,tt3456206,tt4985772,Indivisible,tt5259496
tt2806390,tt4027504,tt4559006,The Duelist,tt5282006
tt5213534,tt5031998,tt4956984,Mali Blues,tt5427450
tt6292012,tt5059782,tt4027504,I Am Not Madame Bovary,tt5918090
tt4985772,tt5517438,tt3976144,The Women's Balcony,tt5974460
tt5160928,tt6191090,tt6103962,Miss Peregrine's Home for Peculiar Children,tt1935859
tt2582500,tt4746506,tt4054004,The Dancer,tt4632440
tt5213534,tt5937962,tt1267299,Siv Sleeps Astray,tt4861720
tt6149120,tt3708886,tt4633662,Dogs,tt5088794
tt5517438,tt3635788,tt4273292,Penny Pincher!,tt5253294
tt5968910,tt4255304,tt5979690,Asura: The City of Madness,tt5918028
tt4482938,tt5529120,tt5564142,4.1 Miles,tt6279726
tt4255304,tt4838486,tt2513074,All Hallow's Eve,tt4906686
tt4354616,tt3610746,tt3721936,Sam Was Here,tt5736592
tt6175078,tt5952526,tt6545160,Laid in America,tt4706888
tt2170427,tt5186236,tt3610746,Certain Women,tt4468634
tt2375589,tt3646592,tt6156350,Gatekeeper,tt5567492
tt4956984,tt2076826,tt6151810,"Signed, Sealed, Delivered: Lost Without You",tt6047684
tt6212346,tt4135076,tt4189494,Pet,tt1183374
tt5564142,tt1659619,tt6175078,Headshot,tt5147214
tt5929776,tt2387499,tt1267299,Gringo: The Dangerous Life of John McAfee,tt6071534
tt5937962,tt3908142,tt4944596,Smoke & Mirrors,tt1713440
tt6044910,tt5186236,tt3610746,End of a Gun,tt2268433
tt4482938,tt5332158,tt5529120,The Free World,tt3517044
tt6088634,tt0376479,tt2582500,A Good American,tt4065414
tt6269810,tt6078822,tt3416532,Queen of Katwe,tt4341582
tt4838486,tt3750238,tt4981636,Goat,tt4437216
tt3827684,tt4669186,tt3708886,The Girl with All the Gifts,tt4547056
tt3908142,tt6044910,tt1860357,Little Wing,tt4636254
tt1588878,tt3062096,tt4048168,Audrie & Daisy,tt5278460
tt6085362,tt4048168,tt6149120,The Lovers and the Despot,tt5278868
tt6103962,tt2119532,tt2081374,Dirty 30,tt5521550
tt4381236,tt4981636,tt3908142,My Entire High School Sinking Into the Sea,tt5538568
tt4680196,tt3750238,tt4327752,The Rolling Stones - Havana Moon,tt5929796
tt4655630,tt3393786,tt6297574,Iliza Shlesinger: Confirmed Kills,tt6081882
tt5912454,tt4933238,tt2513074,Wild Oats,tt1655461
tt5345298,tt2076826,tt3282712,USS Indianapolis: Men of Courage,tt2032572
tt1183374,tt4706888,tt4468634,Storks,tt4624424
tt4985772,tt4649416,tt5973626,Riphagen,tt4969044
tt3468352,tt5434870,tt4660248,"Sweet, Sweet Lonely Girl",tt5207320
tt5358714,tt5505722,tt5194226,Petersburg: Only for Love,tt5789664
tt5146068,tt4382824,tt4943236,Miss Saigon: 25th Anniversary,tt6162808
tt5998104,tt3610746,tt5186236,The Master: A Lego Ninjago Short,tt6176078
tt5892354,tt4854126,tt4771956,Cezanne and I,tt5078354
tt6043942,tt5892354,tt4854126,Samurai Rauni,tt6043942
tt6043942,tt4549224,tt5892354,The Standoff,tt4549224
tt3922798,tt6043942,tt4549224,The Siege of Jadotville,tt3922798
tt4550420,tt3922798,tt4549224,My Blind Brother,tt4550420
tt4549224,tt3922798,tt4550420,Playground,tt6094760
tt6043942,tt4550420,tt3922798,The Case of: JonBenét Ramsey,tt6087230
tt6094760,tt4550420,tt6087230,Sister Cities,tt4795692
tt4549224,tt3922798,tt4795692,A Silent Voice,tt5323662
tt4550420,tt4549224,tt6087230,The Good Neighbor,tt2262315
tt2352196,tt3922798,tt2262315,Thank You for Your Service,tt2352196
tt2262315,tt5323662,tt6043942,Cardboard Boxer,tt3230660
tt6087230,tt2352196,tt6043942,Is That a Gun in Your Pocket?,tt4196832
tt6043942,tt6094760,tt4795692,Mr. Church,tt4196848
tt4714568,tt2262315,tt6087230,The Young Offenders,tt4714568
tt3230660,tt4549224,tt3922798,Silicon Cowboys,tt4938484
tt4196832,tt6094760,tt4550420,Dancer,tt5097070
tt6087230,tt2262315,tt4196832,Pink,tt5571734
tt4714568,tt4795692,tt4549224,Cedric the Entertainer: Live from the Ville,tt5753806
tt4938484,tt6087230,tt6094760,Tell Me How I Die,tt5937770
tt4550420,tt5979312,tt6043942,7:19,tt5979312
tt6094760,tt4938484,tt6087230,The White Helmets,tt6073176
tt4196848,tt4795692,tt5753806,Blair Witch,tt1540011
tt4938484,tt2531318,tt4795692,The Beatles: Eight Days a Week - The Touring Years,tt2531318
tt4196848,tt4714568,tt6087230,Hacker,tt3173594
tt3173594,tt6094760,tt5571734,Set the Thames on Fire,tt3527166
tt4795692,tt4714568,tt4549224,Snowden,tt3774114
tt3230660,tt6073176,tt4795692,31,tt3835080
tt4938484,tt2262315,tt5323662,"Gilda, No Me Arrepiento de Este Amor",tt3846334
tt4019666,tt3846334,tt3835080,Love Stories,tt4019666
tt5753806,tt4795692,tt5979312,The Vessel,tt4083052
tt2262315,tt5937770,tt4550420,In the Blood,tt4854126
tt5323662,tt4938484,tt6087230,Goodbye Berlin,tt4911940
tt4714568,tt5097070,tt5571734,Doug Stanhope: No Place Like Home,tt5841088
tt5979312,tt5841088,tt3774114,The Groom,tt6070530
tt3527166,tt3846334,tt4019666,Bridget Jones's Baby,tt1473832
tt1473832,tt4196848,tt4550420,Una,tt2315582
tt2404435,tt2531318,tt4795692,The Magnificent Seven,tt2404435
tt3774114,tt2404435,tt3922798,In Bed with Victoria,tt5078214
tt3527166,tt3230660,tt5937770,Command and Control,tt5598206
tt3922798,tt3774114,tt4854126,Chalk It Up,tt3951732
tt4196848,tt5598206,tt5937770,Justin Timberlake + The Tennessee Kids,tt5001772
tt6087230,tt4911940,tt5841088,Paris Can Wait,tt4429194
tt6087230,tt4911940,tt2352196,Ice Guardians,tt4431208
tt2262315,tt1473832,tt6043942,Beauties of the Night,tt4958426
tt5571734,tt4196848,tt1540011,The Curse of Robert the Doll,tt5001436
tt5979312,tt6073176,tt6070530,Searchers,tt6045752
tt3922798,tt6045752,tt5001772,Angel,tt5892354
tt2531318,tt4795692,tt4958426,Tramps,tt4991512
tt6043942,tt4083052,tt3230660,I Am the Pretty Thing That Lives in the House,tt5059406
tt6070530,tt6073176,tt5001436,Barry,tt5477566
tt5001436,tt3230660,tt4911940,A Death in the Gunj,tt5918074
tt5598206,tt5892354,tt5979312,Amanda Knox,tt5952332
tt4958426,tt4991512,tt3230660,Girl in the Box,tt5957584
tt5078214,tt2352196,tt5952332,Jeff Ross Roasts Cops,tt6156476
tt4196832,tt4019666,tt2404435,When the Bough Breaks,tt1389139
tt4431208,tt3835080,tt5001436,The Disappointments Room,tt2364897
tt4958426,tt3173594,tt6156476,I.T.,tt2679552
tt4911940,tt1389139,tt2787570,A Serious Game,tt2787570
tt5001436,tt2404435,tt5078214,Brother Nature,tt4000956
tt4158876,tt5892354,tt4000956,Other People,tt4158876
tt4958426,tt6045752,tt3774114,The Birth of a Nation,tt4196450
tt1540011,tt5957584,tt4938484,Kicks,tt4254584
tt2531318,tt3173594,tt5078214,For the Love of Spock,tt4572820
tt2262315,tt2352196,tt4158876,Transpecos,tt4687464
tt5952332,tt3835080,tt3774114,The Fury of a Patient Man,tt4771896
tt5001436,tt6045752,tt3230660,Devil's Bride,tt4771956
tt4991512,tt4429194,tt4431208,Cameraperson,tt5375040
tt4019666,tt4549224,tt5957584,Magnus,tt5471480
tt4083052,tt4911940,tt5841088,ARQ,tt5640450
tt4083052,tt4019666,tt6045752,Martin Lawrence Doin’ Time,tt5707274
tt4429194,tt5001772,tt3951732,Freaky Ali,tt5943306
tt4431208,tt2787570,tt6070530,American Summer,tt5979406
tt6045752,tt4431208,tt1540011,The Distinguished Citizen,tt4562518
tt2262315,tt4019666,tt4196832,The Monk and the Demon,tt5019884
tt4714568,tt5001436,tt6045752,A Woman's Life,tt5078134
tt2364897,tt4429194,tt6156476,Adios amigos,tt5259134
tt2679552,tt4254584,tt4196450,Jules and Dolores,tt5519250
tt5097070,tt5943306,tt4429194,One More Time with Feeling,tt5777628
tt3846334,tt5019884,tt4938484,Sully,tt3263904
tt5918074,tt4196450,tt5957584,Eternity,tt3564574
tt2787570,tt6087230,tt5375040,The Stopover,tt4699444
tt4550420,tt3846334,tt3564574,Into the Inferno,tt4846318
tt3951732,tt1389139,tt6156476,The Age of Shadows,tt4914580
tt5059406,tt3774114,tt5001436,Frantz,tt5029608
tt4572820,tt5323662,tt5471480,Born in Heinola,tt5032492
tt5952332,tt4846318,tt3173594,In-Lawfully Yours,tt4286666
tt5001436,tt5323662,tt4572820,Libera Nos,tt4728946
tt4196832,tt2352196,tt5957584,Mostly Ghostly 3: One Night in Doom House,tt5127214
tt1540011,tt2352196,tt5640450,Stalked by My Doctor: The Return,tt5989054
tt4771956,tt6070530,tt2364897,Comedy Central Roast of Rob Lowe,tt6038506
tt4254584,tt3835080,tt4158876,Max Rose,tt1439558
tt4562518,tt5777628,tt4795692,The Light Between Oceans,tt2547584
tt5059406,tt6073176,tt5979312,Antibirth,tt3333870
tt4286666,tt4196832,tt3173594,White Girl,tt4129870
tt4687464,tt4846318,tt4019666,A Date for Mad Mary,tt4197642
tt5059406,tt4549224,tt3527166,The Happiest Day in the Life of Olli Mäki,tt4771932
tt4196450,tt2547584,tt4958426,Cave,tt4915318
tt5001772,tt4549224,tt5892354,Wakefield,tt5195412
tt5059406,tt4549224,tt5892354,No manches Frida,tt5259966
tt3774114,tt3846334,tt4019666,The Ivory Game,tt5952266
